POS,PLAYER,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,Nationality,Player Link,Team,Season
21,Sanath Jayasuriya,12,12,0,221,52,18.41,192,115.1,0,2,23,7,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/342/sanath-jayasuriya,Mumbai Indians,2009
22,Mahela Jayawardene,10,10,4,219,52,36.5,165,132.72,0,1,17,7,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/175/mahela-jayawardene,Kings Xi Punjab,2009
23,Dwayne Bravo,11,10,2,218,70,27.25,203,107.38,0,2,15,8,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/25/dwayne-bravo,Mumbai Indians,2009
24,Dwayne Smith,8,8,0,215,49,26.87,132,162.87,0,0,12,15,Overseas,,Nan,2009
25,Graeme Smith,12,12,1,212,77,19.27,216,98.14,0,1,27,1,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/219/graeme-smith,Rajasthan Royals,2009
26,Irfan Pathan,14,12,2,196,39,19.6,158,124.05,0,0,17,6,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/49/irfan-pathan,Kings Xi Punjab,2009
27,Abhishek Nayar,13,11,2,193,35,21.44,152,126.97,0,0,14,7,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/66/abhishek-nayar,Mumbai Indians,2009
28,Sourav Ganguly,13,11,0,189,46,17.18,207,91.3,0,0,13,6,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/130/sourav-ganguly,Kolkata Knight Riders,2009
29,Subramaniam Badrinath,14,11,2,177,59,19.66,164,107.92,0,1,20,4,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/12/subramaniam-badrinath,Chennai Super Kings,2009
30,Robin Uthappa,15,13,2,175,66,15.9,170,102.94,0,1,18,3,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/127/robin-uthappa,Royal Challengers Bangalore,2009
31,Chris Gayle,7,7,1,171,44,28.5,143,119.58,0,0,15,10,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/236/chris-gayle,Kolkata Knight Riders,2009
32,Manish Pandey,5,4,2,168,114,84.0,118,142.37,1,0,17,4,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/123/manish-pandey,Royal Challengers Bangalore,2009
33,Naman Ojha,8,8,1,168,68,24.0,144,116.66,0,2,11,11,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/52/naman-ojha,Rajasthan Royals,2009
34,Mark Boucher,12,9,4,150,48,30.0,116,129.31,0,0,8,6,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/306/mark-boucher,Royal Challengers Bangalore,2009
35,Simon Katich,9,9,0,145,50,16.11,117,123.93,0,1,15,6,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/326/simon-katich,Kings Xi Punjab,2009
36,Ajinkya Rahane,8,7,1,144,62,24.0,123,117.07,0,2,12,3,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/135/ajinkya-rahane,Mumbai Indians,2009
37,Parthiv Patel,9,9,0,142,36,15.77,126,112.69,0,0,19,2,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/44/parthiv-patel,Chennai Super Kings,2009
38,Ravi Bopara,5,5,0,138,84,27.6,119,115.96,0,1,8,7,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/374/ravi-bopara,Kings Xi Punjab,2009
39,Karan Goel,9,9,1,124,38,15.5,133,93.23,0,0,9,4,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/322/karan-goel,Kings Xi Punjab,2009
40,Venugopal Rao,16,13,2,124,32,11.27,114,108.77,0,0,6,3,Indian,,Nan,2009
41,Roelof van der Merwe,10,8,0,122,35,15.25,98,124.48,0,0,8,8,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/173/roelof-van-der-merwe,Royal Challengers Bangalore,2009
42,Sunny Sohal,8,8,0,115,43,14.37,93,123.65,0,0,9,8,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/42/sunny-sohal,Kings Xi Punjab,2009
43,Shane Warne,13,11,3,108,34,13.5,116,93.1,0,0,6,4,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/292/shane-warne,Rajasthan Royals,2009
44,Rob Quiney,7,7,0,103,51,14.71,102,100.98,0,1,12,3,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/378/rob-quiney,Rajasthan Royals,2009
45,David Hussey,4,4,0,98,43,24.5,59,166.1,0,0,7,6,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/186/david-hussey,Kolkata Knight Riders,2009
46,Swapnil Asnodkar,8,8,0,98,44,12.25,93,105.37,0,0,11,4,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/291/swapnil-asnodkar,Rajasthan Royals,2009
47,Albie Morkel,12,10,6,97,21,24.25,70,138.57,0,0,8,4,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/26/albie-morkel,Chennai Super Kings,2009
48,Kevin Pietersen,6,6,0,93,37,15.5,85,109.41,0,0,8,2,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/172/kevin-pietersen,Royal Challengers Bangalore,2009
49,Jacob Oram,11,8,2,88,41,14.66,93,94.62,0,0,5,4,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/293/jacob-oram,Chennai Super Kings,2009
50,Harbhajan Singh,13,10,2,84,20,10.5,53,158.49,0,0,6,5,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/103/harbhajan-singh,Mumbai Indians,2009
51,Laxmi Ratan Shukla,9,6,1,83,48,16.6,85,97.64,0,0,5,3,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/88/laxmi-ratan-shukla,Kolkata Knight Riders,2009
52,Lee Carseldine,5,5,1,81,39,20.25,68,119.11,0,0,11,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/377/lee-carseldine,Rajasthan Royals,2009
53,Abhishek Raut,9,7,3,78,36,19.5,61,127.86,0,0,5,3,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/133/abhishek-raut,Rajasthan Royals,2009
54,Wriddhiman Saha,8,7,4,72,25,24.0,41,175.6,0,0,3,4,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/16/wriddhiman-saha,Kolkata Knight Riders,2009
55,Azhar Bilakhia,6,6,2,67,22,16.75,81,82.71,0,0,5,0,Indian,,Nan,2009
56,Ajit Agarkar,11,7,5,66,39,33.0,57,115.78,0,0,3,3,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/47/ajit-agarkar,Kolkata Knight Riders,2009
57,Praveen Kumar,13,8,3,65,14,13.0,46,141.3,0,0,1,6,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/77/praveen-kumar,Royal Challengers Bangalore,2009
58,Dwaraka Ravi Teja,9,6,3,65,27,21.66,70,92.85,0,0,7,0,Indian,,Nan,2009
59,Andrew Flintoff,3,3,1,62,24,31.0,53,116.98,0,0,5,2,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/392/andrew-flintoff,Chennai Super Kings,2009
60,Murali Vijay,4,4,0,60,31,15.0,67,89.55,0,0,4,2,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/7/murali-vijay,Chennai Super Kings,2009
61,Jesse Ryder,5,5,0,56,32,11.2,49,114.28,0,0,9,0,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/220/jesse-ryder,Royal Challengers Bangalore,2009
62,Shreevats Goswami,2,2,0,53,43,26.5,60,88.33,0,0,6,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/95/shreevats-goswami,Royal Challengers Bangalore,2009
63,Pinal Shah,9,5,2,53,29,17.66,51,103.92,0,0,4,2,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/145/pinal-shah,Mumbai Indians,2009
64,Vinay Kumar,11,8,3,47,12,9.4,44,106.81,0,0,4,1,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/166/vinay-kumar,Royal Challengers Bangalore,2009
65,Yashpal Singh,8,4,0,47,20,11.75,66,71.21,0,0,5,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/414/yashpal-singh,Kolkata Knight Riders,2009
66,Johan Botha,3,3,1,47,37,23.5,40,117.5,0,0,5,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/224/johan-botha,Rajasthan Royals,2009
67,George Bailey,3,2,0,45,30,22.5,39,115.38,0,0,7,0,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/19/george-bailey,Chennai Super Kings,2009
68,Luke Pomersbach,4,4,0,41,26,10.25,49,83.67,0,0,3,1,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/238/luke-pomersbach,Kings Xi Punjab,2009
69,Shikhar Dhawan,5,4,0,40,22,10.0,45,88.88,0,0,3,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/41/shikhar-dhawan,Mumbai Indians,2009
70,Shikhar Dhawan,5,4,0,40,22,10.0,45,88.88,0,0,3,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/41/shikhar-dhawan,Mumbai Indians,2009
71,Dimitri Mascarenhas,5,4,0,39,27,9.75,39,100.0,0,0,4,0,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/188/dimitri-mascarenhas,Rajasthan Royals,2009
72,Moises Henriques,4,3,1,38,30,19.0,40,95.0,0,0,2,1,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/388/moises-henriques,Kolkata Knight Riders,2009
73,Munaf Patel,11,5,2,33,23,11.0,26,126.92,0,0,5,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/104/munaf-patel,Rajasthan Royals,2009
74,Piyush Chawla,14,10,5,31,8,6.2,36,86.11,0,0,3,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/76/piyush-chawla,Kings Xi Punjab,2009
75,Wilkin Mota,8,6,1,30,12,6.0,48,62.5,0,0,0,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/328/wilkin-mota,Kings Xi Punjab,2009
76,Chaminda Vaas,2,2,1,30,20,30.0,21,142.85,0,0,1,1,Overseas,,Nan,2009
77,Brett Lee,5,4,2,28,14,14.0,34,82.35,0,0,2,1,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/196/brett-lee,Kings Xi Punjab,2009
78,Amit Mishra,11,5,2,26,13,8.66,20,130.0,0,0,2,2,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/30/amit-mishra,Delhi Capitals,2009
79,Ramesh Powar,9,4,3,23,10,23.0,22,104.54,0,0,2,0,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/83/ramesh-powar,Kings Xi Punjab,2009
80,Murali Kartik,10,2,2,21,11,0.0,20,105.0,0,0,0,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/125/murali-kartik,Kolkata Knight Riders,2009
81,Ryan Harris,8,5,4,21,9,21.0,18,116.66,0,0,0,0,Overseas,,Nan,2009
82,Joginder Sharma,4,2,1,20,16,20.0,18,111.11,0,0,0,1,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/5/joginder-sharma,Chennai Super Kings,2009
83,Shadab Jakati,9,2,1,20,13,20.0,15,133.33,0,0,3,0,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/10/shadab-jakati,Chennai Super Kings,2009
84,Rajesh Bishnoi,3,3,0,19,18,6.33,17,111.76,0,0,1,2,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/379/rajesh-bishnoi,Royal Challengers Bangalore,2009
85,VVS Laxman,5,5,0,19,10,3.8,33,57.57,0,0,1,1,Indian,,Nan,2009
86,Niraj Patel,4,2,0,18,14,9.0,38,47.36,0,0,1,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/320/niraj-patel,Rajasthan Royals,2009
87,Balachandra Akhil,6,3,1,17,9,8.5,15,113.33,0,0,1,1,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/300/balachandra-akhil,Royal Challengers Bangalore,2009
88,Mahesh Rawat,5,3,3,16,8,0.0,19,84.21,0,0,1,0,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/268/mahesh-rawat,Rajasthan Royals,2009
89,Ishant Sharma,11,3,1,16,9,8.0,13,123.07,0,0,1,1,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/38/ishant-sharma,Kolkata Knight Riders,2009
90,Ishant Sharma,11,3,1,16,9,8.0,13,123.07,0,0,1,1,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/38/ishant-sharma,Kolkata Knight Riders,2009
91,Anil Kumble,16,7,6,16,7,16.0,19,84.21,0,0,2,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/331/anil-kumble,Royal Challengers Bangalore,2009
92,Angelo Mathews,1,1,0,16,16,16.0,13,123.07,0,0,2,0,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/217/angelo-mathews,Kolkata Knight Riders,2009
93,Wasim Jaffer,2,2,0,15,8,7.5,17,88.23,0,0,2,0,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/334/wasim-jaffer,Royal Challengers Bangalore,2009
94,Graham Napier,1,1,0,15,15,15.0,16,93.75,0,0,1,0,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/385/graham-napier,Mumbai Indians,2009
95,Scott Styris,2,1,0,14,14,14.0,8,175.0,0,0,0,1,Overseas,,Nan,2009
96,Manpreet Gony,7,3,1,13,7,6.5,7,185.71,0,0,0,2,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/40/manpreet-gony,Chennai Super Kings,2009
97,Saurabh Tiwary,4,3,2,13,6,13.0,12,108.33,0,0,0,0,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/163/saurabh-tiwary,Mumbai Indians,2009
98,Rohan Raje,4,2,1,12,11,12.0,9,133.33,0,0,0,1,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/340/rohan-raje,Mumbai Indians,2009
99,Tyron Henderson,2,2,0,11,11,5.5,16,68.75,0,0,0,1,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/375/tyron-henderson,Rajasthan Royals,2009
100,Aakash Chopra,2,1,0,11,11,11.0,19,57.89,0,0,2,0,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/132/aakash-chopra,Kolkata Knight Riders,2009
1,Shaun Marsh,11,11,2,616,115,68.44,441,139.68,1,5,59,26,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/191/shaun-marsh,Kings Xi Punjab,2008
2,Gautam Gambhir,14,14,1,534,86,41.07,379,140.89,0,5,68,8,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/84/gautam-gambhir,Delhi Capitals,2008
3,Sanath Jayasuriya,14,14,2,518,114,43.16,309,167.63,1,2,58,31,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/342/sanath-jayasuriya,Mumbai Indians,2008
4,Shane Watson,15,15,5,472,76,47.2,311,151.76,0,4,47,19,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/227/shane-watson,Rajasthan Royals,2008
5,Graeme Smith,11,11,2,441,91,49.0,362,121.82,0,3,54,8,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/219/graeme-smith,Rajasthan Royals,2008
6,Adam Gilchrist,14,14,1,436,109,33.53,318,137.1,1,3,51,19,Overseas,,Nan,2008
7,Yusuf Pathan,16,15,1,435,68,31.07,243,179.01,0,4,43,25,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/96/yusuf-pathan,Rajasthan Royals,2008
8,Suresh Raina,16,14,3,421,55,38.27,296,142.22,0,3,35,18,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/14/suresh-raina,Chennai Super Kings,2008
9,MS Dhoni,16,14,4,414,65,41.4,310,133.54,0,2,38,15,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/1/ms-dhoni,Chennai Super Kings,2008
10,Virender Sehwag,14,14,2,406,94,33.83,220,184.54,0,3,46,21,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/45/virender-sehwag,Delhi Capitals,2008
11,Rohit Sharma,13,12,1,404,76,36.72,273,147.98,0,4,38,19,Indian,,Nan,2008
12,Rahul Dravid,14,14,1,371,75,28.53,298,124.49,0,2,35,11,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/131/rahul-dravid,Royal Challengers Bangalore,2008
13,Sourav Ganguly,13,13,1,349,91,29.08,307,113.68,0,3,33,15,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/130/sourav-ganguly,Kolkata Knight Riders,2008
14,Shikhar Dhawan,14,14,5,340,68,37.77,295,115.25,0,4,35,8,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/41/shikhar-dhawan,Delhi Capitals,2008
15,Robin Uthappa,14,14,5,320,48,35.55,279,114.69,0,0,34,9,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/127/robin-uthappa,Mumbai Indians,2008
16,Kumar Sangakkara,10,9,0,320,94,35.55,198,161.61,0,4,41,8,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/27/kumar-sangakkara,Kings Xi Punjab,2008
17,David Hussey,13,13,2,319,71,29.0,259,123.16,0,2,19,17,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/186/david-hussey,Kolkata Knight Riders,2008
18,Swapnil Asnodkar,9,9,0,311,60,34.55,233,133.47,0,2,43,6,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/291/swapnil-asnodkar,Rajasthan Royals,2008
19,Parthiv Patel,13,13,2,302,54,27.45,297,101.68,0,2,42,3,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/44/parthiv-patel,Chennai Super Kings,2008
20,Yuvraj Singh,15,14,1,299,57,23.0,184,162.5,0,1,24,19,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/113/yuvraj-singh,Kings Xi Punjab,2008
21,Venugopal Rao,11,10,2,288,71,36.0,210,137.14,0,2,22,15,Indian,,Nan,2008
22,Albie Morkel,13,10,3,241,71,34.42,163,147.85,0,1,18,14,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/26/albie-morkel,Chennai Super Kings,2008
23,Mark Boucher,10,10,3,225,50,32.14,177,127.11,0,1,24,6,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/306/mark-boucher,Royal Challengers Bangalore,2008
24,James Hopes,11,11,0,221,71,20.09,148,149.32,0,2,27,8,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/171/james-hopes,Kings Xi Punjab,2008
25,Abhishek Nayar,14,10,2,206,45,25.75,138,149.27,0,0,16,9,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/66/abhishek-nayar,Mumbai Indians,2008
26,Jacques Kallis,11,11,0,199,54,18.09,183,108.74,0,1,23,4,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/198/jacques-kallis,Royal Challengers Bangalore,2008
27,Stephen Fleming,10,10,1,196,45,21.77,164,119.51,0,0,27,3,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/350/stephen-fleming,Chennai Super Kings,2008
28,Salman Butt,7,7,0,193,73,27.57,161,119.87,0,1,30,2,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/360/salman-butt,Kolkata Knight Riders,2008
29,Subramaniam Badrinath,16,11,5,192,64,32.0,130,147.69,0,2,21,8,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/12/subramaniam-badrinath,Chennai Super Kings,2008
30,Matthew Hayden,4,4,1,189,81,63.0,131,144.27,0,2,24,6,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/352/matthew-hayden,Chennai Super Kings,2008
31,Brendon McCullum,4,4,1,188,158,62.66,92,204.34,1,0,13,15,Overseas,https://www.iplt20.com/teams/kolkata-knight-riders/squad/202/brendon-mccullum,Kolkata Knight Riders,2008
32,Sachin Tendulkar,7,7,1,188,65,31.33,177,106.21,0,1,26,2,Indian,https://www.iplt20.com/teams/mumbai-indians/squad/97/sachin-tendulkar,Mumbai Indians,2008
33,Mahela Jayawardene,13,12,5,179,45,25.57,131,136.64,0,0,15,7,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/175/mahela-jayawardene,Kings Xi Punjab,2008
34,Dwayne Bravo,9,7,1,178,64,29.66,134,132.83,0,1,19,5,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/25/dwayne-bravo,Mumbai Indians,2008
35,Mohammad Kaif,16,14,3,176,34,16.0,171,102.92,0,0,14,6,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/159/mohammad-kaif,Rajasthan Royals,2008
36,Michael Hussey,4,3,1,168,116,84.0,100,168.0,1,0,12,11,Overseas,https://www.iplt20.com/teams/chennai-super-kings/squad/20/michael-hussey,Chennai Super Kings,2008
37,Herschelle Gibbs,9,9,0,167,47,18.55,153,109.15,0,0,17,8,Overseas,,Nan,2008
38,Virat Kohli,13,12,1,165,38,15.0,157,105.09,0,0,18,4,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/164/virat-kohli,Royal Challengers Bangalore,2008
39,Laxmi Ratan Shukla,13,12,4,163,42,20.37,122,133.6,0,0,17,5,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/88/laxmi-ratan-shukla,Kolkata Knight Riders,2008
40,Andrew Symonds,4,3,1,161,117,80.5,105,153.33,1,0,15,9,Overseas,,Nan,2008
41,Wriddhiman Saha,12,10,5,159,59,31.8,119,133.61,0,1,12,7,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/16/wriddhiman-saha,Kolkata Knight Riders,2008
42,VVS Laxman,6,6,1,155,52,31.0,132,117.42,0,1,22,1,Indian,,Nan,2008
43,Luke Pomersbach,5,5,4,152,79,152.0,99,153.53,0,1,13,9,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/238/luke-pomersbach,Kings Xi Punjab,2008
44,Ross Taylor,4,4,0,149,53,37.25,81,183.95,0,1,13,10,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/226/ross-taylor,Royal Challengers Bangalore,2008
45,Shaun Pollock,13,8,0,147,33,18.37,111,132.43,0,0,12,8,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/347/shaun-pollock,Mumbai Indians,2008
46,Vidyut Sivaramakrishnan,9,8,0,145,54,18.12,109,133.02,0,1,21,3,Indian,https://www.iplt20.com/teams/chennai-super-kings/squad/354/vidyut-sivaramakrishnan,Chennai Super Kings,2008
47,Dinesh Karthik,13,8,2,145,56,24.16,107,135.51,0,1,13,4,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/102/dinesh-karthik,Delhi Capitals,2008
48,Ravindra Jadeja,14,9,2,135,36,19.28,103,131.06,0,0,11,6,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/9/ravindra-jadeja,Rajasthan Royals,2008
49,Irfan Pathan,14,10,4,131,40,21.83,116,112.93,0,0,9,6,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/49/irfan-pathan,Kings Xi Punjab,2008
50,Kamran Akmal,6,6,1,128,53,25.6,78,164.1,0,1,13,8,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/316/kamran-akmal,Rajasthan Royals,2008
51,MF Maharoof,10,8,2,125,39,20.83,79,158.22,0,0,10,7,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/311/mf-maharoof,Delhi Capitals,2008
52,Misbah-ul-Haq,8,8,1,117,47,16.71,81,144.44,0,0,10,6,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/332/misbah-ul-haq,Royal Challengers Bangalore,2008
53,Wasim Jaffer,6,6,0,115,50,19.16,104,110.57,0,1,12,3,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/334/wasim-jaffer,Royal Challengers Bangalore,2008
54,Cameron White,8,8,1,114,31,16.28,102,111.76,0,0,8,4,Overseas,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/178/cameron-white,Royal Challengers Bangalore,2008
55,Scott Styris,8,8,2,112,36,18.66,123,91.05,0,0,9,2,Overseas,,Nan,2008
56,Praveen Kumar,13,12,2,112,34,11.2,98,114.28,0,0,10,6,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/77/praveen-kumar,Royal Challengers Bangalore,2008
57,Dwaraka Ravi Teja,7,6,0,109,40,18.16,82,132.92,0,0,10,5,Indian,,Nan,2008
58,Manoj Tiwary,9,7,3,104,39,26.0,85,122.35,0,0,16,0,Indian,https://www.iplt20.com/teams/delhi-capitals/squad/89/manoj-tiwary,Delhi Capitals,2008
59,Tillakaratne Dilshan,7,7,1,104,33,17.33,79,131.64,0,0,14,3,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/240/tillakaratne-dilshan,Delhi Capitals,2008
60,Debabrata Das,6,6,0,103,31,17.16,94,109.57,0,0,9,5,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/259/debabrata-das,Kolkata Knight Riders,2008
61,Niraj Patel,5,4,2,103,57,51.5,81,127.16,0,1,13,1,Indian,https://www.iplt20.com/teams/rajasthan-royals/squad/320/niraj-patel,Rajasthan Royals,2008
62,Simon Katich,2,2,1,96,75,96.0,69,139.13,0,1,11,2,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/326/simon-katich,Kings Xi Punjab,2008
63,AB de Villiers,6,6,1,95,26,19.0,98,96.93,0,0,5,1,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/233/ab-de-villiers,Delhi Capitals,2008
64,Piyush Chawla,15,7,3,90,24,22.5,59,152.54,0,0,10,3,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/76/piyush-chawla,Kings Xi Punjab,2008
65,Shreevats Goswami,4,3,0,82,52,27.33,85,96.47,0,1,9,1,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/95/shreevats-goswami,Royal Challengers Bangalore,2008
66,Shahid Afridi,10,9,1,81,33,10.12,46,176.08,0,0,7,6,Overseas,,Nan,2008
67,Karan Goel,7,6,0,76,26,12.66,78,97.43,0,0,7,4,Indian,https://www.iplt20.com/teams/kings-xi-punjab/squad/322/karan-goel,Kings Xi Punjab,2008
68,Ramnaresh Sarwan,4,4,0,73,31,18.25,75,97.33,0,0,6,1,Overseas,https://www.iplt20.com/teams/kings-xi-punjab/squad/325/ramnaresh-sarwan,Kings Xi Punjab,2008
69,Shane Warne,15,7,2,70,22,14.0,59,118.64,0,0,7,2,Overseas,https://www.iplt20.com/teams/rajasthan-royals/squad/292/shane-warne,Rajasthan Royals,2008
70,Ajit Agarkar,9,6,1,54,20,10.8,46,117.39,0,0,5,2,Indian,https://www.iplt20.com/teams/kolkata-knight-riders/squad/47/ajit-agarkar,Kolkata Knight Riders,2008
71,Shoaib Malik,7,5,1,52,24,13.0,47,110.63,0,0,5,0,Overseas,https://www.iplt20.com/teams/delhi-capitals/squad/314/shoaib-malik,Delhi Capitals,2008
72,Arjun Yadav,8,6,1,49,16,9.8,39,125.64,0,0,5,2,Indian,,Nan,2008
73,Sanjay Bangar,11,7,1,47,17,7.83,49,95.91,0,0,1,3,Indian,,Nan,2008
74,Balachandra Akhil,7,7,4,46,27,15.33,31,148.38,0,0,4,3,Indian,https://www.iplt20.com/teams/royal-challengers-bangalore/squad/300/balachandra-akhil,Royal Challengers Bangalore,2008
75,Dwayne Smith,4,3,0,45,20,15.0,40,112.5,0,0,5,1,Overseas,https://www.iplt20.com/teams/mumbai-indians/squad/413/dwayne-smith,Mumbai Indians,2008
